Слово,Сумма_слов,Нормализованная_частотность
бублик,10,"1,827368498"
бубликовый,4,"3,654736996"
будущее,140,"3,654736996"
будущий,67,"2,741052747"
буква,1285,"143,4484271"
буквальный,9,"0,913684249"
буквенный,203,"42,02947545"
булочка,3,"1,827368498"
бутерброд,9,"3,654736996"
бутылка,99,"3,654736996"
бывать,326,"9,13684249"
бывший,38,"1,827368498"
быстро,295,"10,05052674"
быстродействие,8,"0,913684249"
быстродействующий,2,"0,913684249"
быстроногость,1,"0,913684249"
быстрота,19,"0,913684249"
быстроходный,6,"0,913684249"
быстрый,203,"14,61894798"
быт,113,"0,913684249"
бытовой,54,"0,913684249"
бэкон,2,"1,827368498"
бюджет,16,"2,741052747"
вагон,65,"7,309473992"
важно,162,"13,70526373"
важный,650,"17,36000073"
ваза,15,"1,827368498"
вакуумный,1,"0,913684249"
Ван,14,"1,827368498"
ванна,31,"2,741052747"
варение,27,"11,87789524"
вариант,420,"47,51158095"
вассал,24,"0,913684249"
вассал-хитрец,1,"0,913684249"
введение,80,"6,395789743"
вверх,206,"8,223158241"
ввести,211,"24,66947472"
ввиду,61,"1,827368498"
вводить,66,"0,913684249"
вводиться,32,"3,654736996"
вдвое,37,"2,741052747"
вдогонку,5,"0,913684249"
вдоль,144,"4,568421245"
ведомость,6,"1,827368498"
ведро,57,"4,568421245"
ведущий,69,"0,913684249"
вейерштрасса,1,"0,913684249"
вейль,1,"0,913684249"
век,1108,"8,223158241"
вековой,16,"0,913684249"
велеть,65,"0,913684249"
великий,826,"9,13684249"
величина,749,"122,4336894"
велогонка,2,"0,913684249"
велосипед,63,"9,13684249"
велосипедист,152,"27,41052747"
велосипедистка,1,"0,913684249"
Вена,36,"0,913684249"
венный,13,"11,87789524"
верно,178,"42,02947545"
вернуть,65,"0,913684249"
вернуться,199,"7,309473992"
верный,259,"21,92842198"
вероятность,182,"97,76421464"
версия,53,"1,827368498"
вертикальный,114,"2,741052747"
верхний,268,"30,15158022"
вершина,394,"0,913684249"
вес,470,"29,23789597"
весить,42,"5,482105494"
вести,276,"5,482105494"
вестись,55,"0,913684249"
весы,63,"4,568421245"
весьма,32,"2,741052747"
ветер,272,"0,913684249"
вечер,99,"1,827368498"
вечерний,24,"0,913684249"
вещь,114,"7,309473992"
взаимно,51,"9,13684249"
взаимный,79,"4,568421245"
взаимосвязанный,20,"0,913684249"
взаимосвязь,53,"10,05052674"
взбить,1,"0,913684249"
взвесить,28,"0,913684249"
взвешивание,39,"4,568421245"
взгляд,265,"6,395789743"
взнос,10,"4,568421245"
взять,540,"42,02947545"
взяться,31,"0,913684249"
вид,3327,"391,9705428"
видгде,1,"0,913684249"
видеокамера,13,"1,827368498"
видеоконкурс,1,"0,913684249"
видеомагазин,3,"2,741052747"
видеть,548,"30,15158022"
видеться,14,"0,913684249"
видно,81,"3,654736996"
видный,90,"0,913684249"
видовой,40,"3,654736996"
винер,1,"0,913684249"
виноград,29,"3,654736996"
висеть,50,"0,913684249"
високосный,10,"0,913684249"
витрина,8,"3,654736996"
вклад,74,"10,96421099"
вкладчик,16,"8,223158241"
вкладывать,10,"0,913684249"
включать,216,"3,654736996"
включение,36,"0,913684249"
включительно,9,"0,913684249"
включить,115,"4,568421245"
вкусный,22,"0,913684249"
владелец,77,"8,223158241"
владеть,88,"0,913684249"
Владивосток,5,"2,741052747"
владимирский,8,"0,913684249"
влажность,37,"3,654736996"
властелин,6,"1,827368498"
влияние,291,"0,913684249"
влиять,120,"0,913684249"
вложение,4,"1,827368498"
вложить,74,"7,309473992"
вместимость,19,"9,13684249"
вместить,2,"0,913684249"
вместо,293,"50,25263369"
вначале,73,"9,13684249"
внести,116,"5,482105494"
внешне,41,"0,913684249"
вниз,164,"7,309473992"
внимание,283,"2,741052747"
внимательно,86,"3,654736996"
внимательный,21,"0,913684249"
вновь,118,"5,482105494"
внук,47,"2,741052747"
внутренний,669,"1,827368498"
внутри,254,"1,827368498"
вовсе,26,"1,827368498"
вода,2822,"71,26737142"
водитель,19,"1,827368498"
водный,205,"3,654736996"
водопровод,13,"0,913684249"
водоросль,583,"0,913684249"
возведение,140,"33,80631721"
возвести,106,"31,06526447"
возводить,40,"4,568421245"
возвратиться,22,"0,913684249"
возвращаться,82,"0,913684249"
воздух,838,"21,92842198"
возможно,174,"13,70526373"
возможность,360,"23,75579047"
возникать,241,"13,70526373"
возникнуть,262,"7,309473992"
возраст,221,"21,92842198"
возрастание,28,"10,05052674"
возрастать,46,"2,741052747"
войти,214,"0,913684249"
вокзал,12,"1,827368498"
Волгоград,8,"4,568421245"
волейбол,5,"1,827368498"
волейболист,4,"1,827368498"
волк,54,"3,654736996"
волшебный,24,"0,913684249"
воля,144,"0,913684249"
вопрос,1930,"69,44000292"
воронежский,6,"0,913684249"
воронка,54,"0,913684249"
воскресение,28,"2,741052747"
восполнение,1,"0,913684249"
воспользоваться,160,"17,36000073"
восприятие,40,"0,913684249"
воспроизвести,11,"0,913684249"
воссоединение,11,"0,913684249"
восстановить,97,"0,913684249"
восток,200,"0,913684249"
восхождение,5,"0,913684249"
восьмизначный,2,"0,913684249"
восьмилитровый,1,"0,913684249"
восьмой,10,"3,654736996"
впервые,117,"1,827368498"
вперёд,102,"2,741052747"
вплоть,37,"0,913684249"
вполне,59,"0,913684249"
вправо,70,"0,913684249"
врач,89,"6,395789743"
вращаться,54,"0,913684249"
временно,18,"0,913684249"
временной,102,"4,568421245"
время,3358,"155,3263223"
вручать,5,"0,913684249"
всевозможный,33,"1,827368498"
всё-таки,54,"1,827368498"
вскоре,165,"0,913684249"
вскрытие,4,"1,827368498"
вслед,94,"6,395789743"
вспомнить,522,"18,27368498"
вставать,31,"2,741052747"
встретить,122,"6,395789743"
встретиться,134,"24,66947472"
встреча,143,"10,05052674"
встречаемость,1,"0,913684249"
встречаться,396,"23,75579047"
встречный,16,"3,654736996"
всякий,135,"6,395789743"
всяческий,1,"0,913684249"
второе,137,"40,20210696"
второй,1099,"243,0400102"
втрое,12,"2,741052747"
вуз,3,"0,913684249"
вход,34,"0,913684249"
входить,356,"5,482105494"
входящий,105,"19,18736923"
вчера,37,"1,827368498"
выбежать,12,"1,827368498"
выбирать,116,"12,79157949"
выбираться,17,"1,827368498"
выбор,339,"10,96421099"
выборы,82,"1,827368498"
выбрать,443,"54,82105494"
выбросить,13,"0,913684249"
вывести,87,"4,568421245"
вывод,526,"68,52631867"
выводиться,31,"1,827368498"
выглядеть,94,"1,827368498"
выгодный,30,"0,913684249"
выгрузить,4,"0,913684249"
выгрузка,2,"1,827368498"
выдающийся,106,"1,827368498"
выделение,152,"2,741052747"
выделить,783,"19,18736923"
выделять,256,"8,223158241"
выдумать,17,"0,913684249"
выезд,30,"1,827368498"
выехать,122,"38,37473846"
вызвать,205,"1,827368498"
выиграть,42,"8,223158241"
выигрывать,30,"1,827368498"
выигрыш,113,"7,309473992"
выигрышный,7,"4,568421245"
выйти,279,"18,27368498"
выкачать,14,"0,913684249"
выкачивать,5,"1,827368498"
выключить,10,"1,827368498"
выкопать,7,"1,827368498"
вылет,13,"5,482105494"
вылетать,12,"3,654736996"
вылететь,14,"0,913684249"
выложить,16,"4,568421245"
вынесение,61,"10,96421099"
вынести,101,"34,72000146"
выносить,35,"9,13684249"
вынудить,102,"0,913684249"
вынуждать,6,"0,913684249"
вынуть,52,"0,913684249"
выпадать,44,"14,61894798"
выпадение,56,"43,85684395"
выпарить,5,"1,827368498"
выпасть,123,"42,9431597"
выпечка,9,"2,741052747"
выписать,443,"10,05052674"
выписывать,17,"2,741052747"
выплата,23,"3,654736996"
выплатить,15,"0,913684249"
выплачивать,19,"2,741052747"
выполнение,218,"17,36000073"
выполнимый,33,"14,61894798"
выполнить,755,"113,2968469"
выполнять,501,"42,9431597"
выполняться,243,"12,79157949"
выпуск,31,"13,70526373"
выпускать,45,"9,13684249"
выпускник,11,"2,741052747"
выпускной,5,"0,913684249"
выпустить,59,"11,87789524"
выработать,21,"0,913684249"
выработка,14,"4,568421245"
выражать,218,"0,913684249"
выражаться,102,"3,654736996"
выражение,2635,"663,3347648"
выраженный,103,"0,913684249"
выразить,316,"3,654736996"
вырасти,96,"1,827368498"
вырвать,11,"3,654736996"
вырезать,33,"0,913684249"
вырубить,7,"1,827368498"
выручка,53,"44,7705282"
вырывать,6,"0,913684249"
вырыть,18,"5,482105494"
высказать,86,"4,568421245"
высказывание,330,"127,9157949"
высокий,836,"15,53263223"
высота,620,"17,36000073"
выставка,32,"4,568421245"
выставочный,1,"0,913684249"
выстраивание,3,"0,913684249"
выстраивать,6,"0,913684249"
выстроить,22,"1,827368498"
выступление,113,"0,913684249"
вытаскивание,6,"3,654736996"
вытаскивать,8,"3,654736996"
вытащить,38,"19,18736923"
вытекание,4,"0,913684249"
вытекать,30,"1,827368498"
вытянуть,29,"0,913684249"
выучить,50,"12,79157949"
выход,109,"2,741052747"
выходить,153,"0,913684249"
вычеркнуть,3,"0,913684249"
вычесть,88,"23,75579047"
вычисление,263,"52,99368644"
вычислимый,41,"14,61894798"
вычислительный,20,"0,913684249"
вычислить,407,"152,5852696"
вычислять,60,"27,41052747"
вычисляться,30,"0,913684249"
вычитаемое,17,"1,827368498"
вычитание,116,"32,89263296"
вычитать,31,"8,223158241"
вычитаться,6,"0,913684249"
выше,144,"16,44631648"
вышесказанный,1,"0,913684249"
выявить,38,"2,741052747"
выявление,10,"1,827368498"
выяснить,199,"14,61894798"
выясниться,22,"1,827368498"
вязкость,1,"0,913684249"
газель,8,"5,482105494"
газировать,11,"0,913684249"
Галилея,23,"0,913684249"
гарантированно,3,"2,741052747"
гаргантю,1,"0,913684249"
гардероб,6,"0,913684249"
гвоздь,53,"0,913684249"
гектар,18,"0,913684249"
Геленджик,1,"0,913684249"
генкина,1,"0,913684249"
география,52,"4,568421245"
геометр,5,"0,913684249"
геометрически,9,"0,913684249"
геометрический,136,"5,482105494"
геометрия,110,"13,70526373"
гепард,13,"2,741052747"
герой,433,"0,913684249"
гиг,2,"1,827368498"
гильберт,2,"1,827368498"
гимназия,26,"0,913684249"
гипотеза,54,"6,395789743"
гирька,23,"3,654736996"
гиря,61,"3,654736996"
глава,614,"12,79157949"
главное,132,"1,827368498"
глазурь,7,"1,827368498"
гласный,147,"1,827368498"
глубокий,173,"1,827368498"
глубоко,45,"0,913684249"
глубь,20,"0,913684249"
глупец,8,"0,913684249"
глядеть,71,"7,309473992"
говорить,823,"26,49684322"
говориться,121,"1,827368498"
год,3400,"228,4210622"
годовой,44,"25,58315897"
годфри,1,"0,913684249"
гол,12,"1,827368498"
голландский,49,"0,913684249"
голова,348,"0,913684249"
головоломка,3,"0,913684249"
голос,128,"0,913684249"
голосовать,9,"2,741052747"
голубой,76,"1,827368498"
гонка,8,"0,913684249"
гонорар,1,"0,913684249"
гора,253,"2,741052747"
гораздо,54,"2,741052747"
гореть,93,"2,741052747"
горизонтальный,141,"3,654736996"
город,1299,"87,7136879"
городской,150,"1,827368498"
горячее,7,"0,913684249"
горячий,95,"4,568421245"
господствовать,56,"1,827368498"
гостиница,17,"3,654736996"
государственный,519,"2,741052747"
государство,1295,"8,223158241"
готовиться,81,"2,741052747"
готовый,176,"6,395789743"
градус,70,"7,309473992"
гражданин,346,"1,827368498"
грамотно,8,"0,913684249"
граничить,7,"0,913684249"
грань,70,"31,97894871"
грасиан,1,"0,913684249"
график,992,"236,6442205"
графически,68,"7,309473992"
графический,279,"2,741052747"
графия,1,"0,913684249"
гребной,10,"0,913684249"
грести,3,"0,913684249"
гриб,745,"10,96421099"
грибник,8,"2,741052747"
громоздкий,13,"7,309473992"
груз,352,"0,913684249"
Грузия,8,"0,913684249"
грузовик,36,"7,309473992"
грузоподъёмность,12,"0,913684249"
грузчик,12,"7,309473992"
группа,1150,"48,4252652"
группировать,15,"2,741052747"
группировка,84,"17,36000073"
грустный,28,"2,741052747"
гулять,49,"0,913684249"
давать,778,"252,1768527"
даваться,37,"1,827368498"
давно,106,"0,913684249"
давность,7,"0,913684249"
далее,570,"116,0378996"
далёкий,381,"3,654736996"
далеко,120,"3,654736996"
дальнейший,77,"2,741052747"
дальнобойщик,3,"2,741052747"
дама,43,"1,827368498"
данные,577,"78,57684541"
данный,650,"160,8084278"
дар,59,"0,913684249"
дарить,28,"0,913684249"
дата,78,"2,741052747"
дать,1364,"177,2547443"
дача,34,"4,568421245"
дачный,6,"3,654736996"
двадцатизначный,1,"0,913684249"
двенадцатизначный,1,"0,913684249"
двенадцатилитровый,1,"0,913684249"
двенадцатый,3,"1,827368498"
двигатель,67,"1,827368498"
двигаться,481,"22,84210622"
движение,1031,"53,90737069"
двойка,22,"8,223158241"
двойной,96,"0,913684249"
двор,282,"1,827368498"
двузначный,68,"10,96421099"
двусмысленность,1,"0,913684249"
двухкомнатный,5,"0,913684249"
двучлен,185,"76,74947692"
девочка,120,"18,27368498"
девушка,54,"0,913684249"
девятка,5,"2,741052747"
дед,70,"0,913684249"
Дедекинд,1,"0,913684249"
дедушка,25,"1,827368498"
действие,1169,"74,00842417"
действительно,159,"20,10105348"
действительность,44,"1,827368498"
действовать,610,"5,482105494"
декоративный,57,"0,913684249"
делать,480,"10,05052674"
делаться,37,"0,913684249"
делёж,1,"0,913684249"
деление,910,"422,122123"
Дели,3,"1,827368498"
делимое,30,"12,79157949"
делимость,74,"44,7705282"
делимый,10,"7,309473992"
делитель,147,"75,83579267"
делить,143,"10,05052674"
делиться,946,"438,5684395"
дело,832,"13,70526373"
дельфин,19,"1,827368498"
демонстрант,3,"2,741052747"
денежный,89,"7,309473992"
день,1119,"145,2757956"
деньга,108,"35,63368571"
депозит,6,"5,482105494"
депутат,66,"2,741052747"
деревня,241,"0,913684249"
дерево,633,"8,223158241"
деревянный,150,"8,223158241"
десерт,3,"2,741052747"
Десногорск,1,"0,913684249"
десятитысячный,2,"0,913684249"
десятичный,262,"42,02947545"
десяток,79,"0,913684249"
десятый,37,"12,79157949"
деталь,212,"10,96421099"
детально,7,"0,913684249"
детектив,18,"1,827368498"
детективный,10,"0,913684249"
детёныш,55,"3,654736996"
детерминированный,2,"1,827368498"
детский,80,"0,913684249"
деться,4,"0,913684249"
дециметр,8,"0,913684249"
дешёвый,46,"2,741052747"
дешифрование,1,"0,913684249"
дешифровка,5,"4,568421245"
деятель,118,"1,827368498"
деятельность,488,"1,827368498"
диагональ,148,"10,05052674"
диаграмма,130,"65,78526593"
диаметр,122,"1,827368498"
дивиденд,3,"1,827368498"
диета,2,"1,827368498"
динамика,3,"1,827368498"
динамо,4,"1,827368498"
диог,1,"0,913684249"
диофант,41,"4,568421245"
диофантовый,10,"0,913684249"
диофантом,1,"0,913684249"
директор,18,"0,913684249"
дирихло,2,"0,913684249"
диск,189,"21,92842198"
дискотека,4,"1,827368498"
диспансеризация,1,"0,913684249"
дистанция,44,"14,61894798"
дистрибутивный,3,"0,913684249"
длина,888,"112,3831626"
длинный,271,"1,827368498"
длительность,17,"10,96421099"
длиться,49,"7,309473992"
дневный,27,"5,482105494"
добавить,125,"20,10105348"
добавлять,60,"1,827368498"
добежать,5,"0,913684249"
добиться,80,"5,482105494"
добраться,30,"1,827368498"
добрый,188,"2,741052747"
довольно,120,"0,913684249"
догадаться,28,"0,913684249"
догнать,31,"10,96421099"
договориться,41,"3,654736996"
догонять,15,"4,568421245"
доехать,20,"2,741052747"
дождь,168,"0,913684249"
дожить,14,"1,827368498"
дойти,63,"0,913684249"
доказательство,324,"95,93684614"
доказать,1505,"320,7031714"
доказывать,103,"13,70526373"
доказываться,18,"3,654736996"
доклад,80,"1,827368498"
доктор,19,"1,827368498"
документальный,12,"1,827368498"
долгий,160,"2,741052747"
долго,133,"1,827368498"
долгожитель,7,"2,741052747"
должный,979,"100,5052674"
долить,14,"0,913684249"
доллар,4,"2,741052747"
доложить,8,"0,913684249"
доля,216,"15,53263223"
дом,782,"45,68421245"
домашний,201,"0,913684249"
Домодедово,7,"4,568421245"
домой,38,"2,741052747"
доопределить,1,"0,913684249"
дополнительно,20,"5,482105494"
дополнительный,290,"3,654736996"
дополнить,101,"0,913684249"
допускать,38,"0,913684249"
допустимый,110,"65,78526593"
допустить,80,"2,741052747"
дорога,395,"29,23789597"
дорогой,65,"2,741052747"
дорожка,42,"5,482105494"
дорожный,18,"0,913684249"
доска,101,"2,741052747"
доставаться,6,"0,913684249"
доставить,21,"3,654736996"
достаточно,224,"29,23789597"
достаточный,46,"4,568421245"
достаться,15,"1,827368498"
достигать,158,"0,913684249"
достигаться,27,"0,913684249"
достигнуть,175,"2,741052747"
достижение,113,"0,913684249"
достоверность,10,"0,913684249"
достоверный,38,"3,654736996"
достоинство,105,"1,827368498"
достойный,45,"0,913684249"
доход,114,"16,44631648"
доходность,2,"1,827368498"
дочь,121,"3,654736996"
дпс,1,"0,913684249"
дракон,8,"2,741052747"
древнегреческий,70,"8,223158241"
древность,72,"2,741052747"
дробный,53,"1,827368498"
дробь,692,"146,1894798"
друг,1551,"108,7284256"
дружить,11,"1,827368498"
дуб,85,"1,827368498"
Дубай,1,"0,913684249"
дума,153,"0,913684249"
думать,604,"3,654736996"
дух,162,"0,913684249"
дядя,51,"1,827368498"
египетский,22,"1,827368498"
единица,587,"59,38947618"
единичный,10,"0,913684249"
единственность,11,"6,395789743"
единственный,247,"26,49684322"
единый,195,"6,395789743"
ежегодно,50,"5,482105494"
ежегодный,20,"9,13684249"
ежедневно,62,"8,223158241"
ежедневный,11,"3,654736996"
ежемесячно,5,"4,568421245"
ежемесячный,8,"4,568421245"
ежеминутно,6,"0,913684249"
ежечасно,6,"1,827368498"
ездить,48,"2,741052747"
ёмкость,30,"4,568421245"
епт,1,"0,913684249"
ёра,1,"0,913684249"
естественно,25,"4,568421245"
естественнонаучный,4,"0,913684249"
естественный,162,"1,827368498"
ехать,192,"33,80631721"
жанр,190,"0,913684249"
жарочный,1,"0,913684249"
ждать,117,"1,827368498"
желаемый,7,"2,741052747"
желание,85,"1,827368498"
желанный,15,"0,913684249"
желать,122,"1,827368498"
железнодорожный,22,"2,741052747"
жёлтый,102,"2,741052747"
жена,163,"5,482105494"
жениться,36,"0,913684249"
жених,14,"1,827368498"
женщина,178,"14,61894798"
живопись,119,"0,913684249"
животное,914,"10,96421099"
жидкий,128,"2,741052747"
жизнь,2026,"12,79157949"
жилец,10,"2,741052747"
жилой,25,"0,913684249"
жилплощадь,1,"0,913684249"
житель,248,"7,309473992"
жить,804,"33,80631721"
жуковский,19,"0,913684249"
журнал,83,"6,395789743"
забить,5,"1,827368498"
заболеть,22,"0,913684249"
забрести,5,"0,913684249"
забросить,19,"2,741052747"
забывать,30,"0,913684249"
забыть,82,"4,568421245"
заведение,47,"8,223158241"
заведомо,10,"2,741052747"
завершение,50,"0,913684249"
завершиться,37,"1,827368498"
завещание,24,"4,568421245"
завещать,19,"3,654736996"
зависеть,384,"21,01473773"
зависимость,737,"185,4779025"
зависимый,235,"26,49684322"
завод,105,"16,44631648"
завоевание,86,"0,913684249"
завоз,2,"0,913684249"
завозить,2,"0,913684249"
завораживать,1,"0,913684249"
завтра,22,"1,827368498"
завтрак,12,"1,827368498"
загадать,40,"34,72000146"
заготовить,18,"4,568421245"
загрузить,22,"2,741052747"
загрузка,10,"1,827368498"
задавать,72,"2,741052747"
задаваться,36,"4,568421245"
задание,1126,"32,89263296"
задать,503,"136,1389531"
задача,1726,"289,6379069"
задний,116,"0,913684249"
задумать,95,"17,36000073"
задумываться,26,"0,913684249"
зажечь,17,"0,913684249"
заинтересовать,27,"0,913684249"
зайти,22,"0,913684249"
заказ,81,"47,51158095"
заказать,17,"4,568421245"
заканчиваться,60,"1,827368498"
закачивать,3,"1,827368498"
заключаться,165,"5,482105494"
заключение,129,"4,568421245"
заключить,252,"1,827368498"
заколка,2,"1,827368498"
закон,813,"46,5978967"
законный,53,"0,913684249"
закономерность,65,"12,79157949"
закончить,105,"0,913684249"
закрепить,52,"0,913684249"
закупать,11,"0,913684249"
закупить,12,"6,395789743"
закупка,10,"3,654736996"
зал,55,"2,741052747"
заложить,57,"1,827368498"
замена,78,"15,53263223"
заменимый,19,"3,654736996"
заменить,256,"22,84210622"
заменять,96,"3,654736996"
заменяться,16,"0,913684249"
заместитель,2,"0,913684249"
заметить,313,"52,99368644"
замечательный,78,"1,827368498"
замечать,80,"25,58315897"
замкнутый,72,"9,13684249"
замостить,2,"0,913684249"
замыкать,9,"0,913684249"
занести,32,"0,913684249"
занимать,228,"10,05052674"
заниматься,271,"16,44631648"
занумеровать,1,"0,913684249"
занятие,127,"10,05052674"
занятой,19,"4,568421245"
занятый,54,"0,913684249"
занять,143,"18,27368498"
запас,124,"8,223158241"
записать,1773,"370,0421208"
записывать,200,"30,15158022"
записываться,55,"3,654736996"
запись,439,"62,13052893"
запланировать,21,"18,27368498"
заплатить,78,"27,41052747"
заполнение,13,"0,913684249"
заполнить,250,"5,482105494"
заполнять,37,"1,827368498"
заправка,2,"0,913684249"
заправляться,1,"0,913684249"
запрет,40,"0,913684249"
запятая,248,"7,309473992"
заработать,17,"8,223158241"
заработный,21,"0,913684249"
заранее,39,"0,913684249"
зарплата,25,"10,96421099"
зарплатный,2,"1,827368498"
заседание,24,"0,913684249"
заслуга,50,"0,913684249"
засушить,5,"1,827368498"
засчитываться,2,"0,913684249"
затратить,31,"6,395789743"
затрачивать,8,"1,827368498"
затруднение,35,"1,827368498"
затруднительный,7,"0,913684249"
заучивать,3,"0,913684249"
зафиксировать,31,"6,395789743"
захотеть,36,"1,827368498"
зачастую,33,"1,827368498"
зачеркнуть,16,"4,568421245"
зашифровать,29,"22,84210622"
заштриховать,10,"1,827368498"
заяц,61,"3,654736996"
звать,73,"7,309473992"
звезда,156,"0,913684249"
звено,36,"9,13684249"
здание,104,"5,482105494"
здравый,11,"0,913684249"
зебра,11,"2,741052747"
зелёный,373,"16,44631648"
землекоп,7,"4,568421245"
землеройный,1,"0,913684249"
земля,1940,"17,36000073"
зерно,129,"4,568421245"
зимний,83,"2,741052747"
злой,44,"2,741052747"
знак,742,"90,45474065"
знакомиться,50,"0,913684249"
знакомый,207,"4,568421245"
знаменатель,218,"25,58315897"
знаменитый,191,"0,913684249"
знание,391,"15,53263223"
знать,1174,"57,56210769"
значение,4219,"814,0926659"
значимость,12,"0,913684249"
