Слово,Сумма_слов,Нормализованная_частотность
биотехнология,3,"15,58044591"
благоприятный,54,"221,8721488"
благоприятствовать,12,"29,93805173"
бледный,40,"108,2042085"
близкий,375,"941,3718418"
блуждать,13,"34,58458615"
блюдо,47,"138,1583258"
бобовый,19,"74,87895564"
богатство,419,"833,6978703"
богатый,385,"962,9911395"
бодо,1,"4,220834037"
болезнетворный,28,"146,9914609"
болезнь,166,"569,4434262"
болотный,11,"24,39576813"
болото,118,"393,5944633"
больной,89,"228,3995948"
большинство,263,"791,7258245"
большой,2964,"6854,437335"
бора,14,"45,58275231"
бора-беломошник,1,"4,220834037"
борода,106,"186,046752"
бородавчатый,1,"4,220834037"
бороться,65,"145,9652576"
борьба,246,"596,9058776"
ботаник,14,"29,57855826"
ботаника,25,"75,99744301"
ботанический,17,"51,15857611"
ботулизм,2,"8,441668074"
брать,237,"576,2142749"
брожение,8,"34,65012711"
бронхит,1,"4,220834037"
бугорок,5,"24,02211399"
будущее,126,"304,0862026"
бузина,10,"33,39692985"
бумага,423,"1056,258128"
бумажный,22,"60,44344695"
бурый,76,"333,072567"
бутылка,51,"182,11059"
бывать,355,"916,5446341"
быстро,205,"613,8553063"
быстрый,215,"524,905538"
быт,81,"223,7915104"
бытовой,29,"78,72312454"
важно,131,"384,4244562"
важный,662,"1832,802591"
вайя,14,"70,76345173"
вакуоль,48,"248,2859369"
вакуус,2,"11,35961188"
ван,5,"23,00727865"
варение,65,"109,6603856"
вариант,438,"1088,8799"
вблизи,42,"162,6514253"
введение,58,"127,4882341"
вверх,99,"287,4730575"
ввести,93,"253,9096786"
вдоль,149,"406,7545038"
вдыхание,1,"4,220834037"
вегетативный,28,"124,9492642"
вегетационный,2,"11,35961188"
ведущий,42,"118,9562164"
величина,549,"1065,885814"
верблюжий,7,"30,16398554"
вертикально,17,"54,33166007"
верхний,278,"874,508414"
верхушка,29,"109,0771546"
вершина,620,"1429,183127"
вес,172,"418,1293928"
весенний,89,"193,4930691"
весна,229,"543,2606078"
вести,278,"760,9249371"
весы,53,"128,8017048"
весьма,21,"56,12012728"
ветвистый,13,"59,80426768"
ветвиться,20,"103,7581063"
ветвь,95,"278,58678"
ветер,389,"1048,699301"
ветка,144,"356,7524594"
веточка,7,"24,40522534"
вечнозелёный,19,"66,32384315"
вещество,1335,"5314,761085"
взаимный,28,"72,89166791"
взаимовыгодный,6,"22,86266788"
взаимодействие,26,"89,09321103"
взаимодействовать,18,"63,19070682"
взаимоотношение,25,"88,20796109"
взаимосвязь,26,"82,91341866"
взвесь,1,"4,220834037"
взгляд,147,"355,8776423"
взрослый,193,"472,9128267"
взять,633,"1459,655252"
вибрион,5,"20,0032907"
вид,2481,"6898,862977"
вид-двойник,1,"4,220834037"
видеть,525,"1113,378133"
видно,115,"277,5593033"
видный,104,"326,8987073"
видовой,23,"64,24371298"
видоизменить,7,"24,18097845"
вильчатый,2,"11,35961188"
виноград,68,"161,010064"
виноделие,12,"40,77284735"
винт,53,"187,0190361"
вирус,42,"186,2919453"
вирусология,2,"8,692905948"
витамин,25,"108,7104907"
витаминный,2,"5,779631892"
включать,141,"384,5337421"
включая,15,"45,1628764"
включение,15,"47,54528199"
вкус,50,"143,3301247"
влага,69,"263,513843"
влажность,41,"156,8904429"
влажный,101,"371,6199322"
влияние,219,"561,826655"
влиять,79,"264,9881544"
вместилище,3,"12,31939044"
вместо,226,"484,066354"
вне,15,"50,87315159"
внесение,6,"20,06639783"
внешне,13,"49,99807508"
внешний,235,"743,849778"
вниз,92,"258,7368143"
внимание,323,"788,2228411"
вносить,43,"124,6853326"
внутренний,232,"696,0033367"
внутри,198,"592,3752231"
вода,2113,"7057,29848"
водный,229,"687,6783769"
водоём,107,"408,4812408"
водоносный,4,"16,65400574"
водопроводный,8,"27,43640798"
водород,64,"213,9697987"
водоросль,460,"2245,929174"
возбудитель,15,"71,10209337"
возвратить,9,"22,50356418"
возвышаться,57,"145,6832464"
воздействие,68,"271,4167738"
возделывать,12,"42,88118179"
воздух,656,"2194,052244"
воздушный,63,"172,5868083"
возможно,96,"240,8744833"
возможность,142,"383,0843383"
возникать,198,"480,556903"
возникновение,124,"322,4152942"
возобновлять,2,"11,35961188"
возраст,120,"312,4510188"
вокруг,543,"1497,236124"
волк,167,"360,5118071"
волнообразный,2,"11,35961188"
волнушка,4,"19,34668825"
волокно,65,"228,3404707"
волос,99,"245,2983337"
волосистый,2,"11,35961188"
вопрос,1997,"4182,879935"
воронка,11,"45,22851149"
восковидный,2,"11,35961188"
воспалительный,1,"4,220834037"
восполнить,3,"13,39105867"
воспринимать,50,"134,2038439"
воспроизводить,14,"42,79861591"
воспроизводство,1,"4,220834037"
воссоздавать,4,"7,643041996"
восстановить,108,"255,7556197"
восток,373,"989,708861"
восточный,183,"469,3923502"
впадина,17,"70,56239266"
вплоть,13,"38,54258781"
впоследствии,44,"132,4046069"
врачебный,3,"13,80077973"
вред,59,"221,3590971"
вредитель,21,"94,55567057"
вредный,85,"284,1148867"
временной,14,"33,07860887"
время,2983,"7387,681342"
всасывание,3,"12,91840973"
всасывать,20,"88,08056517"
всевозможный,34,"86,99665705"
вскоре,103,"242,8578281"
вследствие,6,"25,10591477"
вспомнить,492,"1155,812396"
вставить,255,"511,833771"
встретить,197,"482,9828841"
встречаться,307,"969,7289982"
вступать,41,"97,64478275"
всход,5,"12,96397106"
всюду,27,"82,5660018"
второе,67,"154,6967034"
второй,772,"1699,781302"
вуаль,4,"7,643041996"
входить,343,"903,585034"
выбор,277,"578,6416557"
выбрать,463,"1022,7167"
выброс,14,"58,53254017"
выведение,6,"25,83208451"
вывод,447,"1079,107752"
выводковый,1,"4,220834037"
выглядеть,123,"344,6469678"
выделение,83,"276,7013352"
выделять,248,"672,1423528"
выделяться,60,"170,3469569"
выдерживать,34,"133,1310736"
выживание,15,"65,86625657"
вызвать,96,"278,8956869"
вызывать,188,"586,7518464"
вызывающий,16,"54,27359709"
выйти,323,"700,3124147"
выкручивать,2,"11,35961188"
вымачивание,1,"4,220834037"
вымереть,35,"155,0767405"
вымирать,15,"69,44642353"
выпадать,51,"151,3885602"
выпадение,4,"20,18973252"
выписать,672,"1183,716096"
выполнять,396,"1291,115753"
выпуклость,8,"32,31902349"
выпуклый,39,"105,1197196"
выпускать,31,"71,83814563"
вырабатывать,15,"62,15569525"
выработаться,4,"19,34668825"
выраженный,70,"129,6254991"
выразить,405,"714,8727305"
вырастать,57,"197,765503"
выращивание,20,"61,63226054"
выращивать,99,"318,4606321"
выращиваться,1,"4,220834037"
вырубать,22,"60,568598"
вырубка,18,"61,64062408"
вырывать,5,"18,25292042"
высасывать,2,"9,746917149"
высеивание,2,"11,35961188"
высказать,82,"212,2348274"
высокий,687,"1802,853919"
высоко,46,"109,2161279"
высокоорганизованный,8,"39,76879797"
высокопродуктивный,1,"4,220834037"
высокоэффективный,3,"17,01700043"
высота,505,"1442,853776"
высушивание,17,"56,60167988"
высушить,6,"22,26052453"
высыпаться,13,"53,43154801"
высыхание,19,"82,61682407"
выталкивать,6,"24,08576101"
вытеснять,6,"23,23794349"
выучить,70,"138,9435768"
выход,96,"252,278912"
выходить,149,"361,8458831"
выявить,9,"23,42210429"
выяснить,133,"359,2076107"
вьюнок,9,"18,060084"
вьющийся,4,"18,04143917"
газ,229,"880,1015967"
газель,1,"4,220834037"
газон,5,"10,91747803"
гамета,53,"235,9226188"
гаметёс,1,"4,220834037"
гаметофит,27,"118,4848007"
генетика,18,"38,84015619"
генетический,19,"73,70915302"
геологический,4,"18,88448345"
гербарный,4,"16,81335878"
герметически,3,"12,4651653"
гетероса,2,"9,746917149"
гетеротроф,11,"53,7091334"
гетеротрофный,8,"36,62840832"
гибель,150,"384,637387"
гибкий,70,"206,6439916"
гигант,19,"82,52882443"
гигантский,66,"242,2273186"
Гималаи,16,"46,05097482"
гинкго,12,"68,15767127"
гинкговый,3,"15,58044591"
гифа,11,"54,26066886"
глава,367,"846,2462735"
главное,105,"329,2143548"
главный,963,"2128,367019"
глаз,413,"1027,094065"
глубина,200,"714,6222479"
глубокий,230,"564,4038783"
глубоко,34,"76,88237166"
глядеть,79,"164,7539402"
гниение,19,"88,52840775"
гнилой,4,"18,47108404"
гнилостный,5,"21,10417018"
гниль,5,"24,32725292"
гнить,10,"50,78372485"
говорить,1243,"2724,564365"
говориться,104,"229,3036539"
год,3344,"8665,169908"
голландец,4,"20,65817155"
голова,260,"596,483059"
головка,48,"191,5893067"
головнёвый,6,"28,24294803"
головня,8,"44,08166041"
голос,248,"489,1218623"
голосеменной,103,"510,6523933"
голубовато-зелёный,2,"11,35961188"
голубой,119,"278,1516127"
голый,36,"101,9780154"
гора,482,"1240,35009"
горный,275,"966,7583112"
город,1835,"4135,799694"
горох,50,"121,2942928"
горошек,4,"13,67095783"
горючий,12,"40,114295"
горячий,96,"234,0232375"
господство,39,"89,21916539"
господствовать,39,"95,0456557"
господствующий,12,"47,24709179"
готовить,92,"225,5550283"
готовый,205,"589,7099318"
граница,298,"720,4584003"
грань,216,"489,5226739"
грецкий,4,"12,38770696"
греча,98,"349,094255"
гриб,1015,"4240,471121"
грибковый,1,"4,220834037"
грибник,7,"28,77848116"
грибница,95,"516,9643331"
грибной,11,"38,07016157"
грибок,4,"19,13572132"
гриб-паразит,19,"107,2790041"
гриб-сапротроф,1,"4,220834037"
гриб-цвет,1,"4,220834037"
гриб-цвета,1,"4,220834037"
груздь,8,"34,41267686"
грунт,45,"199,8707403"
группа,976,"2611,741237"
груша,95,"187,0472422"
грушевидный,4,"16,04027117"
губительный,12,"43,92895167"
губка,22,"85,51993384"
гук,16,"68,76804792"
гусеница,22,"64,79029619"
густой,66,"191,2060708"
густота,1,"4,220834037"
гусь,73,"162,2154521"
давать,481,"1271,441269"
давление,85,"309,4510438"
давно,69,"186,9505386"
далее,507,"1449,396387"
далеко,92,"239,6119701"
дальневосточный,10,"29,81139004"
дальнейший,95,"219,3002595"
дальний,95,"222,2027529"
дама,28,"48,19294369"
данные,315,"620,3866362"
данный,420,"873,3444598"
дарить,30,"74,72248697"
дата,113,"303,3189097"
дать,987,"2246,587996"
дафния,2,"9,878222586"
двигаться,291,"756,098265"
движение,564,"1532,661311"
двудомный,1,"4,220834037"
двулетний,4,"19,80127995"
двулопастный,3,"18,49838972"
дезинфекция,5,"18,65952495"
дезинфицировать,3,"14,66364941"
действие,989,"2037,750205"
действительно,102,"239,6201585"
действовать,137,"339,8907759"
декоративный,24,"96,29144919"
делать,699,"1770,129908"
деление,905,"1911,909987"
делить,274,"631,7237669"
делиться,949,"1923,455863"
дело,639,"1523,382864"
дельфин,41,"115,9786156"
день,1927,"4561,668909"
день-два,1,"4,220834037"
дерево,1055,"3248,822719"
деревце,10,"30,43751004"
деревянный,236,"607,019122"
дерновый,1,"4,220834037"
десятка,73,"191,67703"
десяток,96,"233,7268661"
деятельность,205,"627,0754185"
диаметр,200,"650,5253282"
диатомит,2,"9,878222586"
диатомовый,3,"14,09905662"
дизентерийный,1,"4,220834037"
дикий,147,"385,8482058"
дикорастущий,24,"89,17713301"
дисковидный,2,"11,35961188"
дисциплина,40,"96,62064892"
дифтерия,4,"22,97046163"
диффлюгия,1,"4,220834037"
длина,1878,"3992,579844"
длинный,316,"726,274104"
длительный,57,"172,2744205"
дневник,47,"145,1349255"
дно,85,"296,6006561"
добавка,12,"45,14392407"
добавлять,46,"106,2723716"
добывать,69,"182,3563478"
довольно,63,"178,5412052"
дождь,258,"616,2290662"
доживать,7,"22,63276718"
дожить,6,"12,88086792"
доказать,470,"873,6183759"
доказывать,28,"79,06589385"
долгий,205,"491,8924375"
долго,150,"366,4477085"
долговечность,2,"11,35961188"
долговечный,14,"43,12337807"
должный,863,"2290,440235"
доля,206,"431,4051214"
дом,1135,"2641,945326"
домашний,184,"487,6327466"
доминировать,2,"8,441668074"
дополнительный,175,"440,5457162"
допустить,68,"152,1153239"
дорога,560,"1312,401667"
доставляться,8,"19,05484472"
достаточно,152,"429,319546"
достигать,117,"430,9122031"
достижение,116,"290,6184626"
достоверность,5,"11,42910935"
достоверный,20,"54,55042404"
доступ,27,"110,2586008"
дочерний,18,"78,44566213"
древесина,277,"1112,592552"
древеснеть,2,"11,35961188"
древний,1981,"4558,705511"
древовидный,20,"111,7408676"
дрожжевой,2,"8,692905948"
дрожжи,40,"178,3184561"
друг,2125,"4856,803699"
дуб,137,"333,3896212"
дубильный,1,"4,220834037"
думать,591,"1218,68125"
дух,238,"532,2507324"
дым,56,"137,5355098"
дыхание,95,"299,1268713"
дыхательный,13,"32,7629695"
дышать,92,"275,4992611"
дюйм,25,"67,30794687"
дятел,21,"58,34007664"
еда,135,"279,757585"
единица,954,"1839,628343"
единственный,273,"486,100267"
единство,65,"168,2961563"
единый,212,"514,4361443"
ежегодно,57,"160,9737341"
еловый,24,"100,2198551"
ель,81,"301,5844961"
естественный,112,"321,2397405"
жаба,13,"37,0456161"
жарить,10,"18,99420678"
жаркое,7,"17,0256293"
жгутик,16,"56,46131586"
жгутиковый,13,"64,08698461"
железнодорожный,10,"29,87380341"
железо,186,"472,3308547"
желтовато-бурый,16,"38,91905543"
жёлто-зелёный,1,"4,220834037"
желток,10,"24,80716161"
жёлтый,193,"453,1866693"
желудочно-кишечный,1,"4,220834037"
жемчужница,2,"5,779631892"
жена,184,"426,235167"
женский,219,"532,1552277"
жёсткий,42,"141,3511323"
жёсткость,6,"25,35501846"
живой,1483,"5450,579283"
живородящий,3,"12,66250211"
животноводческий,4,"13,78569225"
животное,1869,"6091,727562"
животный,46,"118,1795737"
жидкий,114,"305,2464231"
жидкость,96,"353,2141403"
жизнедеятельность,150,"633,8356136"
жизнедеятельный,2,"11,35961188"
жизненно,8,"35,31830387"
жизненный,99,"352,6641647"
жизнеспособность,7,"31,85603883"
жизнеспособный,3,"14,21898906"
жизнь,2076,"6087,906281"
жир,72,"295,2343424"
жирный,16,"31,35517871"
житель,479,"1038,075504"
жить,1095,"3011,086479"
жужелица,3,"6,716935644"
жук,61,"175,5614173"
журнал,94,"236,7043029"
заболачивание,3,"13,80077973"
заболевание,76,"325,9845947"
заболеть,34,"91,73506049"
заболотить,12,"51,97504822"
завернуть,15,"34,18514764"
зависеть,294,"796,4266376"
зависимость,195,"405,3670964"
завоёвывать,13,"33,0300618"
заглатывать,7,"34,74525306"
загнивать,3,"11,74570561"
заготавливать,7,"20,77605846"
заготовка,412,"1630,448846"
загрязнение,48,"196,2082126"
загрязнять,21,"91,26203375"
задавать,43,"93,24972009"
задание,1165,"2860,154802"
задача,1244,"2768,73476"
заделка,1,"4,220834037"
задерживать,13,"48,32294642"
задерживаться,4,"10,35271273"
задолго,17,"44,96232185"
зажим,43,"175,6104467"
зажмуривать,2,"11,35961188"
заканчивать,26,"57,65384508"
закисание,2,"11,35961188"
заключаться,75,"178,0084021"
закон,648,"1413,206008"
закономерность,59,"132,4349904"
закончить,115,"240,5526518"
закрепить,73,"276,0150668"
закрепление,19,"71,18360511"
закрепляться,7,"21,38460554"
закрывать,34,"103,8310536"
закрываться,20,"48,71022215"
закрытый,35,"96,49848226"
закрыть,58,"169,7711426"
залежь,24,"79,92063785"
заливаться,6,"19,64522361"
замедляться,5,"23,2337688"
заменять,68,"149,1040725"
заметить,262,"576,934389"
заметно,14,"51,36802288"
заметный,52,"173,3888773"
замор,2,"9,878222586"
замораживание,3,"16,88569499"
заморозить,5,"12,42894323"
занести,42,"121,1927999"
занимать,275,"738,154413"
заниматься,248,"669,1643824"
занятие,207,"484,9907986"
занять,113,"245,7022684"
заострить,37,"85,53382545"
западный,170,"403,4492175"
запас,132,"401,2236293"
запасаться,7,"30,63257785"
запах,71,"201,5351859"
записывать,209,"420,1373428"
запись,765,"1448,810309"
заполнять,58,"156,3037847"
заполняться,7,"28,3127512"
запомнить,144,"322,6238557"
запятая,350,"619,9999147"
заражение,14,"53,70293711"
заразить,9,"40,69082922"
зарисовать,16,"71,47124572"
зародиться,49,"123,4945527"
зародыш,37,"129,2333455"
заросль,31,"90,58835489"
заросток,12,"50,65000844"
заселять,22,"90,13794115"
засолка,2,"9,746917149"
засуха,36,"108,9153591"
засушливый,20,"81,57592286"
затемнять,2,"11,35961188"
затенить,3,"16,88569499"
затоплять,7,"15,70223245"
затруднение,31,"61,57290826"
затруднять,9,"34,04554236"
затрудняться,5,"16,61828638"
зацепляться,2,"6,717712938"
защита,134,"413,8711168"
защищать,156,"431,0641925"
заяц,139,"317,5535994"
звезда,450,"1288,636827"
звено,104,"247,8685392"
здание,159,"360,5430428"
здоровый,94,"230,6690301"
здоровье,129,"408,1959272"
здравие,3,"6,095441541"
зеленовато-белый,2,"11,35961188"
зеленовато-жёлтый,4,"19,80127995"
зеленоватый,10,"50,7488866"
зеленушка,1,"4,220834037"
зелёный,413,"1340,564417"
зелень,28,"64,19155962"
землеройка,4,"14,27018453"
земля,2690,"8450,724116"
земноводное,13,"61,70177943"
земной,267,"949,7836546"
зеркало,91,"226,2233146"
зерно,253,"564,4230564"
зерновка,5,"29,8580016"
зерновой,10,"34,55129726"
зерновые,4,"20,06921016"
зигота,24,"105,068585"
зиготёс,1,"4,220834037"
зима,212,"548,9949074"
зимний,121,"277,0218756"
зимовать,10,"27,16909058"
зимой,28,"81,07806198"
злак,21,"85,4761582"
знакомый,197,"442,9491588"
знание,656,"1781,039724"
знать,1423,"3531,325122"
значение,2741,"5159,536279"
значимый,36,"66,95489538"
значит,323,"679,3552231"
значительно,100,"223,0850225"
значительный,97,"262,7657063"
зола,13,"35,21600939"
золотистый,15,"42,78126952"
зона,120,"444,0372786"
зоология,17,"43,54284348"
зоомасса,2,"8,441668074"
зоон,3,"12,91840973"
зрелый,16,"48,81300253"
зрение,118,"288,5038686"
зуб,118,"283,854345"
зубр,5,"18,16862201"
игла,70,"156,6286173"
игловидный,2,"11,35961188"
иголочка,4,"13,41853396"
игольчатый,5,"24,30461281"
играть,380,"971,2343295"
идти,797,"1835,356692"
избавиться,23,"65,73509252"
известкование,2,"11,35961188"
известно,359,"823,1079758"
известный,654,"1674,305717"
известняковый,2,"6,10698591"
извить,2,"5,779631892"
извлекать,17,"59,04594564"
извне,8,"33,85949704"
изготавливать,82,"200,4442437"
изготовление,191,"637,7285213"
издавна,35,"99,82318462"
изделие,404,"1410,140032"
излишний,6,"18,01077632"
излучение,11,"45,75978734"
изменение,303,"812,410699"
изменчивость,6,"24,00720106"
изменять,147,"406,9583942"
изменяться,208,"408,5935985"
измерение,584,"1291,814098"
измерительный,30,"67,15432078"
измерять,99,"252,6229666"
изображать,312,"699,7193926"
изображение,403,"1060,688454"
изобрести,93,"220,0343594"
изогнутый,29,"79,12058746"
изолировать,20,"43,81982682"
изредка,15,"45,34098129"
изучать,543,"1515,366306"
изучение,232,"652,8262807"
именно,211,"595,3220977"
иметь,2363,"5990,490049"
иметься,216,"654,3955508"
индивидуальный,17,"53,60368052"
иной,150,"443,3588724"
инструкция,40,"137,293151"
инструмент,313,"1045,802255"
интенсивно,6,"22,8298431"
интенсивность,4,"19,80127995"
интенсивный,5,"15,09325223"
интерес,121,"316,4471256"
интересный,200,"423,4270984"
интернет,134,"390,0749461"
интернет-источник,2,"8,441668074"
интернет-кафе,1,"4,220834037"
инфекционный,9,"39,79611205"
информация,669,"2215,071482"
инфузория-туфелька,7,"18,02544705"
искать,125,"285,8556951"
исключение,74,"220,5879343"
исключительно,18,"53,49877412"
ископаемое,81,"328,9506489"
ископаемый,16,"50,95727272"
искусственный,94,"348,4796205"
испарять,5,"24,77582761"
использование,139,"399,8355725"
использовать,1630,"3958,916652"
использоваться,374,"902,4981795"
исследование,186,"529,1318148"
исследовать,119,"377,8222796"
исторический,206,"472,1017761"
история,860,"1992,753919"
источник,308,"875,9516118"
истощаться,9,"35,06568035"
исходный,103,"261,5754584"
исчезновение,28,"88,87226548"
исчезнуть,78,"212,5296954"
исчисляться,4,"13,15152907"
итог,80,"186,7178636"
йогурт,7,"32,94251369"
йод,24,"95,50246262"
кабинет,44,"120,5892689"
кабинка,6,"15,72652669"
Кавказ,28,"90,84539483"
казаться,210,"445,1352556"
какао,9,"17,05490334"
кактус,7,"18,68124851"
калий,19,"77,17049948"
калийный,3,"18,49838972"
Калуга,8,"17,71849412"
кальций,23,"91,34045052"
каменистый,23,"52,91540306"
каменноугольный,8,"46,79855856"
каменный,224,"547,2794079"
камень,394,"1021,478258"
канал,108,"268,3563687"
канифоль,3,"12,91373998"
капелька,5,"23,04787019"
капельно-жидкий,3,"13,16497786"
капля,111,"351,6745248"
капнуть,8,"31,10097382"
капуста,70,"225,1061837"
кариес,1,"4,220834037"
карликовый,10,"41,16564679"
каротин,1,"4,220834037"
картина,455,"915,7940418"
картофель,137,"357,5066023"
категория,12,"36,58546681"
качество,376,"1026,292189"
квадратный,255,"578,8444386"
квартира,90,"203,6035858"
квас,21,"57,53535709"
квашение,4,"21,3577669"
кедр,21,"86,61842762"
кедровый,11,"41,19475924"
керамика,16,"35,2018762"
кефир,12,"36,7243058"
кипарис,14,"49,54113505"
кипячение,2,"9,746917149"
кислород,249,"908,1014682"
кисло-сладкий,1,"4,220834037"
кислота,46,"209,1341007"
кислотность,3,"14,66364941"
кислый,15,"48,79009831"
кисточка,22,"62,32386329"
кит,35,"135,1965161"
Китай,207,"513,1008677"
кишечник,13,"46,00455439"
кишечнополостной,7,"29,68486271"
кишечно-полостной,1,"4,220834037"
кладония,1,"4,220834037"
класс,686,"1639,591308"
классификация,91,"253,5589894"
классифицировать,19,"52,80121292"
клевер,38,"97,81457939"
клейкий,9,"28,94572735"
клейковина,2,"9,746917149"
клён,35,"80,79976273"
клетка,1476,"6205,460095"
клеточный,131,"610,8933512"
клещ,21,"76,39014357"
климат,123,"444,2849565"
климатический,16,"62,91214512"
клубень,21,"101,5766293"
клубеньковый,12,"64,93228181"
клубкорнеплод,1,"4,220834037"
книга,1181,"2856,437338"
ковёр,51,"172,9747076"
кожа,104,"325,4830813"
кожица,39,"189,5779557"
кожура,16,"58,99492006"
кой,2,"8,244331261"
кокк,4,"14,47720759"
кокосовый,2,"5,791654476"
кокс,2,"11,35961188"
колба,16,"60,62243448"
колбаса,14,"26,92301762"
колбасный,2,"8,244331261"
колебание,28,"92,67710018"
колебаться,28,"95,60863815"
количественный,32,"69,89264887"
количество,565,"1437,598752"
колониальный,4,"20,05251783"
колония,153,"356,7633058"
колонна,129,"270,6428666"
колосок,7,"30,11013493"
колпачок,5,"22,62441795"
кольчатый,3,"8,240625149"
колючка,19,"49,62160761"
ком,1,"4,220834037"
комар,44,"113,219818"
комок,27,"87,15091655"
комплексный,4,"14,17136669"
компонент,19,"45,58758872"
компост,1,"4,220834037"
компьютерный,80,"267,5581674"
кондитерский,9,"28,36348001"
конец,960,"2218,208108"
конечность,19,"75,31319935"
конечный,93,"155,3166449"
конкретный,65,"133,4643995"
консервированный,3,"11,20220348"
консервировать,3,"15,83168379"
конский,35,"70,9183922"
контакт,7,"21,26331143"
контролировать,29,"87,80201748"
контроль,21,"63,73496215"
контрольный,107,"192,8680593"
кончик,26,"79,70711074"
конъюгация,3,"13,16497786"
копировать,18,"66,06263461"
копия,95,"199,7266406"
кора,228,"823,5254504"
коралловый,29,"137,5880605"
кораллоподобный,2,"11,35961188"
корень,877,"1925,71851"
Корея,5,"9,675461726"
коричневатый,2,"11,35961188"
коричневый,33,"94,02124049"
корм,55,"197,8952299"
корма,5,"17,20265198"
кормовой,12,"59,21787421"
корневище,14,"62,15117934"
коробочка,20,"84,74586172"
короткий,221,"531,4653809"
короче,30,"61,23771431"
коррозия,2,"8,244331261"
коряга,3,"12,29691563"
косный,1,"4,220834037"
костистый,1,"4,220834037"
кость,123,"304,1021991"
котёл,11,"23,62609462"
кочевать,10,"20,90834153"
краб,11,"25,14536942"
край,275,"747,7689695"
крапива,34,"63,30843468"
красивый,276,"576,3536388"
краситель,11,"30,36087641"
краска,186,"470,9734929"
красноватый,14,"42,6161591"
краснокочанный,2,"8,692905948"
красный,496,"1391,434783"
красящий,5,"26,75489913"
кратко,52,"85,01086222"
кратность,2,"5,779631892"
крахмал,32,"114,8987399"
крахмальный,1,"4,220834037"
крепкий,98,"221,7073224"
крепление,8,"30,15056615"
кристалл,20,"59,66493442"
критерий,37,"144,6805092"
критический,3,"9,163658497"
крокодил,45,"107,3317872"
крона,42,"126,1799441"
крот,21,"68,59228287"
крошечный,13,"43,89237116"
круглый,154,"415,3590454"
круговорот,60,"242,7293016"
кружка,63,"149,0476887"
крупный,437,"1435,950157"
крылатый,96,"240,8519595"
крылышко,5,"20,45726605"
крышка,59,"202,8933833"
кряква,1,"4,220834037"
ксанторий,2,"11,35961188"
кувшинка,13,"37,11108064"
кукуруза,17,"78,16761382"
кукушка,28,"61,46002694"
культивировать,3,"13,16497786"
культура,522,"1385,664463"
культурный,132,"410,5570663"
куриный,12,"35,76586224"
курс,41,"120,1198117"
кусок,222,"510,0745192"
кусочек,34,"142,9528294"
кустарник,69,"247,2512503"
кустик,6,"28,06966347"
кустистый,13,"68,04289687"
кустообразный,2,"11,35961188"
кухня,57,"155,4020905"
куча,51,"163,2016736"
лаборатория,42,"159,4216551"
лабораторный,62,"215,5681099"
лазоревка,1,"4,220834037"
лакмус,2,"11,35961188"
ламинария,14,"66,08871641"
